Text,Category
there is a thief that is stationary and the thief has the confidential report.,Immovable
the confidential report is contained by the bandit that cannot be moved.,Immovable
the robber is the immobile restricted document.,Immovable
the immobile restricted document is the robber.,Immovable
the clandestine bandit also serves as the certificate.,Unknown
the hidden bandit is also the contract.,Unknown
the restricted robber is the document.,Unknown
the document is a restricted robber.,Unknown
the bandit carries the message.,Unknown
the message is with the bandit.,Unknown
the secret message is the bandit.,Unknown
the bandit represents the message which is secret.,Unknown
a robber is restricted and has the report.,Unknown
a restricted robber is the report.,Unknown
the thief is a hidden text.,Unknown
the cryptic message is the criminal.,Unknown
the bandit ferries the secret document,Unknown
the robber is carrying the classified message.,Unknown
the jet is chasing with the enemy.,Chaser
the jet carrying enemy is chasing.,Chaser
the aircraft is the deadly adversary that approaches you.,Chaser
the flying vessel is the threatening enemy that comes near you.,Chaser
"the dangerous adversary, the plane is coming toward you.",Chaser
the plane coming toward you is a dangerous adversary,Chaser
the enemy which is pursuing you is the lethal airplane.,Chaser
the opponent is a deadly airplane which is approaching you.,Chaser
coming at you is the airplane that is a deadly enemy.,Chaser
"the airplane, which is a deadly enemy, is approaching you.",Chaser
the object chasing has a dengerous opponent that is an airplane,Chaser
the airplane is the opponent of the chasing object,Chaser
the object that chases is a plane.  it has a dangerous enemy.,Chaser
the object which chases is a plane.  the plane has an enemy that is dangerous.,Chaser
the opponent is the deadly airplane coming towards you.,Chaser
the airplane coming toward you is the deadly opponent.,Chaser
"the airplane, that chases you, carries a deadly adversary.",Chaser
"the airplane carries a deadly adversary, an object that chases you.",Chaser
the tragically  death anniversery of the plane is coming ever closer.,Chaser
the death date anniversary of the awful plane is coming close to the time.,Chaser
the flying machine is a nasty foe that approaches you.,Chaser
heading your way is an airplane - this opponent is brutal.,Chaser
the airplane is the dangerous opponent. the airplane is coming near you.,Chaser
the dangerous opponent coming near you is the airplane.,Chaser
your enemy is inside of a plane that will be chasing you.,Chaser
your deadly opponent will be chasing you from within a plane.,Chaser
the one that is chasing right now is the airplane which holds the deadly enemy.,Chaser
the airplane that holds the deadly enemy is the one chasing.,Chaser
the plane contains a deadly enemy which is chasing you.,Chaser
you are being chased by a deadly enemy who is carried in a plane.,Chaser
"the plane is fleeing from you, while also holding the dangerous enemy.",Fleeing
the plane is carrying the dangerous enemy while fleeing away from you.,Fleeing
the airplane is running away. the airplane is a lethal opponent.,Fleeing
the airplane is a lethal opponent. the airplane is running away.,Fleeing
the fleeing airplane is the dangerous opponent,Fleeing
the opponent is dangerous and the fleeing airplane,Fleeing
lethal opponent is fleeing plane.,Fleeing
fleeing plane is lethal opponent.,Fleeing
the airplane that is running from you is holding a dangerous opponent.,Fleeing
the dangerous opponent is held by the airplane that is fleeing from you.,Fleeing
the threatening plane is bad and us trying to get away from you.,Fleeing
the menacing jet is the enemy and is fleeing from you.,Fleeing
the airplane running away is a dangerous adversary.,Fleeing
the dangerous adversary is the airplane. the airplane is running away.,Fleeing
your mortal enemy is the plane which is on the run.,Fleeing
"beware, the run away plane is your fatal enemy.",Fleeing
the immovable airplane carries a deadly enemy.,Immovable
the deadly enemy is within the immovable airplane,Immovable
the airplane with the destructive foe is braced.,Immovable
the murderous adversary in the airplane is secured.,Immovable
"the plane, an object that has the lethal foe, can't be budged.",Immovable
"the jet which remains idle, is an item that has the harmful adversary.",Immovable
the deadly foe is a stationary airplace.,Immovable
the unmoving airplane is a deadly opponent,Immovable
the stationary adversary is a dangerous jet.,Immovable
a dangerous jet adversary is not moving at all.,Immovable
the problematic adversary is in the stationary jet.,Immovable
the plane that is staying still contains a dangerous adversary.,Immovable
the airplane has the deadly adversary and it cannot move.,Immovable
the airplane cannot move and contains a deadly adversary.,Immovable
a dangerous opponent is a jet that doesn't move.,Immovable
the dangerous adversary is the plane that doesn't move.,Immovable
the deadly enemy is the steady plane.,Immovable
the dangerous foe is the stationary plane.,Immovable
the lethal stationary plane is the adversary.,Immovable
the stationary plane is the adversary and it is also lethal.,Immovable
the plane is the deadly enemy and cannot move.,Immovable
the plane cannot move but is deadly.,Immovable
the deadly enemy is the stationary jet.,Immovable
the enemy that is deadly is the stationary jet.,Immovable
one of the jets cannot be moved and has the dangerous opponent.,Immovable
the dangerous opponent is contained in a jet that cannot be moved.,Immovable
"the airplane that is carrying a restricted message, is an object that chases you.",Chaser
the airplane that chases you has a restricted message.,Chaser
"the plane is an object that chases you, that carries a classified report.",Chaser
"the plane, which carries a classified paper, is an entity chasing you.",Chaser
the plane is a chasing object and it is carrying the classified report.,Chaser
"the classified report is being carried by a chasing object, the plane.",Chaser
the plane headed towards you is a classified message.,Chaser
a classified message is carried by a plane coming towards you.,Chaser
the plane which pursues holds the secret document.,Chaser
the secret document is in the plane which chases.,Chaser
the jet is both chasing and holding the restricted document.,Chaser
the restricted document is being chased and held by the jet.,Chaser
the item chasing you is the plane that holds a confidential communique.,Chaser
the rocket following you is the entity that possesses the undisclosed report.,Chaser
the flying machine is the secret message approaching.,Chaser
the obscure text is the jet heading to you.,Chaser
a secret message in form of the airplane is coming towards you.,Chaser
the airplane is coming towards you which is a secret message.,Chaser
the secret report is carried by a jet object that chases you.,Chaser
the jet is an object that carries a secret report and will chase you.,Chaser
there is a plane that has the secret document and it is coming toward you.,Chaser
the plane coming toward you has the secret document.,Chaser
the plane that is inching near you is the restricted message.,Chaser
inching near you is the plane that is the restricted message.,Chaser
"the report is the secret airplane, which is approaching you.",Chaser
"you are being accosted by the secret airplane, which is also the report.",Chaser
the plane carrying a classified document is chasing.,Chaser
chasing is the plane that is carrying a document that is classified.,Chaser
the plane which has the restricted document is chasing.,Chaser
the restricted report is held by the chasing jet.,Chaser
"the plane, a chasing object, carries away the classified cocument.",Chaser
the chasing object that's a plane is taking the classified document away,Chaser
chasing is refered to as the airplane carrying a secret.,Chaser
the airplane carrying a secret is chasing.,Chaser
"the classified message is being held by the plane, which is chasing.",Chaser
"the plane, which is holding the classified message, is chasing.",Chaser
the plane approaching you is the secret document.,Chaser
the secret document is the plane who is approaching you.,Chaser
the plane and the restricted report are coming toward you.,Chaser
both the restricted report and the plane are approaching you.,Chaser
the message that's limited is the plane who is drawing closer you.,Chaser
the restricting message is the plane that's pulling you closer.,Chaser
"approaching you is the airplane, which is the restricted note.",Chaser
"incoming your way is the aircraft, which is the secret piece of information.",Chaser
the plane fleeing from you has the classified report.,Fleeing
the plane is carrying the classified report and is fleeing from you.,Fleeing
the airplane is fleeing with a classified document.,Fleeing
the airplane is running away with the classified document.,Fleeing
the document is classified jet that is fleeing.,Fleeing
the retreating classified jet is the document.,Fleeing
a message is running away from you and the jet is restricted.,Fleeing
you can't access the jet and there is a message running away from you.,Fleeing
the escaping jet has the secret report.,Fleeing
the secret documents are in the possession of the fleeing jet.,Fleeing
"the plane, which is running away from you, has the secret document.",Fleeing
"the secret document is carried by the plane, but it is running from you.",Fleeing
the plane that tries to escape from you is the secret document.,Fleeing
the fleeing plane is the secret document.,Fleeing
the classified file who goes from you is the jet.,Fleeing
the secret document who runs from you is a jet.,Fleeing
the jet is the classified message and it's fleeing.,Fleeing
the fleeing jet is the classified message.,Fleeing
the fleeing airplane is the secret report.,Fleeing
the report is secretly fleeing in the airplane.,Fleeing
the restricted message is with the plane.  the plane is moving away from you.,Fleeing
"the restricted message, with the jet, is fleeing from you.",Fleeing
the plane that had the prohibited announcement is taking off from you.,Fleeing
the jet that had the denied broadcast is running away from you.,Fleeing
the jet holds a document that is secret and it is immovable.,Immovable
the immovable jet holds a secret document.,Immovable
the immobile object is the jet who has a document that is restricted,Immovable
the unchangeable goal is the jet who has a document that is a secret,Immovable
the jet isn't mobile and possesses the classified report.,Immovable
the secret file you seek is found in the jet that is stuck in place.,Immovable
the object is the ariplane that holds a secret message.,Immovable
the airplane that holds a secret message is the object.,Immovable
"the flying machine remains still, and is also the note of upmost secrecy.",Immovable
the unmoving aircraft serves as the classified announcement.,Immovable
the restricted message is in the form of a stationary plane.,Immovable
the plane that is not moving is the restricted message.,Immovable
the report is the restricted plane that is not moving.,Immovable
the non moving restricted airplane is the report.,Immovable
the immovable jet is holding the secret report.,Immovable
the secret report is held by the immobile jet.,Immovable
the classified document that is still is a jet.,Immovable
the jet which is not moving is a secret message.,Immovable
the airplane that doesn't move is the secret document.,Immovable
the secrect document is also the unmoving airplane.,Immovable
the plane sitting still is the secret report.,Immovable
the stationary plane is also the secret report.,Immovable
"the classified airplane, the report, is not moving.",Immovable
the classified airplane is the report. it is not moving.,Immovable
the stationary restricted message is an airplane.,Immovable
an airplane that is not moving is the restricted message.,Immovable
that immovable plane contains the secret document.,Immovable
within that plane that cannot be moved lies the restricted document.,Immovable
the jet is not moving and it has the message.,Immovable
the message is on the jet and it is not moving.,Immovable
the airplane holds the secret information. it cannot be move.,Immovable
the aircraft cannot be shifted. it contains the confidential message.,Immovable
the plane cannot be moved and has the restricted document.,Immovable
the plane has the restricted document and can't be moved.,Immovable
you'll see the restricted plane as the message.,Unknown
the message will show up as the restricted plane.,Unknown
the restricted message is going with the airplane and being held.,Unknown
the thing that's being held and going with the airplane is the restricted message.,Unknown
the essential target coming toward you is the jet.,Chaser
the jet is coming toward you and it is an essential target.,Chaser
the jet is an object that chases you and has a crucial target.,Chaser
the jet carrying a crucial target chases you.,Chaser
the significant target is the aircraft that is heading close to your location.,Chaser
the plane that's flying near where you are is the critical objective.,Chaser
the goal is the crucial jet and it is coming toward you.,Chaser
the goal is moving toward you and it is the crucial jet.,Chaser
the critical target coming towards you is the aircraft.,Chaser
the airplane is coming in your direction.  that airplane is the pivitol target.,Chaser
the vital coming at you is an objective.,Chaser
the jet that is approaching you is a vital objective.,Chaser
the plane is the much needed target that's heading at you.,Chaser
coming at you is the important target which is an aeroplane.,Chaser
the jet is the crucial objective that is approaching you.,Chaser
you are approached by the crucial objective jet.,Chaser
"the airplane, a chasing object, carries a crucial goal.",Chaser
the airplane that carries a crucial goal is a chasing object.,Chaser
the plane that is chasing has a vital target.,Chaser
the plane is chasing and possesses a target that is vital.,Chaser
the plane is the thing that is chasing. it possesses an important object.,Chaser
"holding the crucial objective is the plane, which is also the one pursuing.",Chaser
the crucial goal is the plane that comes towards you.,Chaser
"coming toward you, the plane is the crucial goal.",Chaser
coming at you is the jet who is a goal that is vital.,Chaser
the goal who is vital is the jet coming at you.,Chaser
the chasing airplane holds a crucial goal,Chaser
a crucial goal is held by the chasing airplane.,Chaser
the plane coming towards you is the essential objective.,Chaser
you are being approached by a plane which is the essential objective.,Chaser
the fleeing plan is a critical target.,Fleeing
the essential target is a plane that is departing.,Fleeing
the airplane that is fleeing is a target.  this target is vital.,Fleeing
the fleeing airplane is a target.  this target is important.,Fleeing
the target is the vital plane that is escaping you.,Fleeing
running away from you is the important airplane.,Fleeing
the escaping jet is the crucial target.,Fleeing
the aeroplane flying away is the critical goal.,Fleeing
the most important objective is the jet trying to escape.,Fleeing
the key target is the jet that's running away.,Fleeing
the plane who leaves from you has an important objective.,Fleeing
the plane that goes away from you has an important job.,Fleeing
the jet is the vital target fleeing from you.,Fleeing
"running away from you is an essential target, the jet.",Fleeing
"the plane, which is escaping, is the necessary goal.",Fleeing
the aircraft is the important goal. it is flying away.,Fleeing
that jet is extremely important and it's a target that is fleeing.,Fleeing
the jet is vital.  it's a target and it's fleeing from you.,Fleeing
the escaping airplane is an important goal,Fleeing
the airplane is an important target and it is leaving,Fleeing
the necessary airplane that's escaping from you is also the ultimate goal.,Fleeing
"it's on the run from you and it's also the intention, which is a reference to the critical aircraft.",Fleeing
the fleeing plane is the essential target.,Fleeing
the essential target is the fleeing plane.,Fleeing
the important goal is with the jet.  the jet is running away from you.,Fleeing
the crucial goal is with the jet which is fleeing.,Fleeing
the main target is the fleeing plane.,Fleeing
the pivotal objective is the escaping fly.,Fleeing
the essential goal that runs away from you is the plane.,Fleeing
the plane that runs away from you is an essential goal.,Fleeing
the vital goal is on the fleeing plane.,Fleeing
the plane that is fleeing from you has the vital goal.,Fleeing
the place in the plane is immovable and has a vital goal.,Immovable
the vital goal is in an immovable place in the plane.,Immovable
the essential stationary jet is the target.,Immovable
the target is the essential stationary jet.,Immovable
the plane is unable to move and possesses the essential objective.,Immovable
the immovable thing is the plane that possesses the essential objective.,Immovable
the location of the stationary jet is where you'll locate your main objective.,Immovable
to find your most important target look to the location of the unmovable jet.,Immovable
the immoval thing is the jet taht holds the objective is important,Immovable
its important the jet that possesses the objective.,Immovable
the plane with the vital ending can't be moved.,Immovable
the airplane with the most important goal won't budge.,Immovable
the vital target is the stationary airplane.,Immovable
the airplane that does not move is the most important target.,Immovable
the airplane is the immovable item with the vital objective.,Immovable
the vital objective is the airplane which is immovable.,Immovable
the vital target is contained in the unmovable plane.,Immovable
the vital target is contained inside of the plane that's unable to be moved.,Immovable
the vital objective is the place that has a non moving jet.,Immovable
a non moving jet is in the place that has the vital objective.,Immovable
the objective is crucial and is a stationary plane.,Immovable
the plane is not moving and is the crucial objective.,Immovable
the essential goal is held by the plane. the plane cannot be moved.,Immovable
a motionless plane holds the goal that is essential.,Immovable
the jet which cannot be moved contains the goal that is essential.,Immovable
the unmovable jet contains the essential goal.,Immovable
the airplane that is motionless is the essential objective.,Immovable
the airplane that's the essential objective is motionless.,Immovable
holding the key object is the flying machine that is unmovable.,Immovable
the plane is an item that wont move and it has the important goal.,Immovable
your view is that the important plane is the target.,Unknown
"the important plane is the objective, as you can see.",Unknown
the vital jet has the target with it.,Unknown
the target is with the vital jet.,Unknown
the essential target is possessed by the pane.,Unknown
the plane has the essential target.,Unknown
the goal is on the plane and is moving with it.,Unknown
the goal is moving with the plane.,Unknown
goal that is essential is the jet.,Unknown
the essential goal is in the form of a jet.,Unknown
the crucial airplane is the goal.,Unknown
reaching the crucial airplane is the goal.,Unknown
the objective is the vital jet.,Unknown
to find the objective you will need to find the vital jet.,Unknown
the critical objective is being carried by the plane.,Unknown
on board the plane is a crucial objective.,Unknown
the lethal adversary headed towards you is the robot.,Chaser
the robot is the lethal adversary and is coming at you.,Chaser
"the humanoid, a chasing object, is carrying the deadly opponent.",Chaser
the deadly opponent is being carried by the chasing object humanoid.,Chaser
the cyborg headed towards you is the fatal foe.,Chaser
the cyborg coming your way is the deadly enemy.,Chaser
the robot carrying the lethal enemy is coming after you.,Chaser
there is an object that is chasing after you with a lethal enemy.,Chaser
the object is to chase a bot who is sneaky and dangerous,Chaser
the point is to chase a bot who has a dangerous adversary,Chaser
the deadly opponent coming toward you is the robot.,Chaser
the robot is the deadly opponent; it is approaching you.,Chaser
"carrying a deadly oppoonent, the chasing object is a robot.",Chaser
a robot is the chasing object carrying a deadly opponent.,Chaser
the deadly enemy is a robot that is headed your direction!,Chaser
the deadly enemy is headed in your direction and is a robot.,Chaser
there is an opponent who is deadly and it is the bot coming near you.,Chaser
the deadly opponent is the bot who is approaching you.,Chaser
a lethal opponent is the humanoid coming at you.,Chaser
the humanoid is a lethal opponent coming at you.,Chaser
the lethal enemy that comes towards you is humanoid.,Chaser
the humanoid that comes towards you is the lethal enemy.,Chaser
the bot is a chasing object and is currently carrying the dangerous opponent.,Chaser
"the chasing object, the bot, is holding the dangerous opponent.",Chaser
the chasing bot has a lethal enemy.,Chaser
"the bot has a deadly enemy, and the bot is chasing.",Chaser
the pursuing robot is the deadly foe.,Chaser
the worst enemy is the robot to chase.,Chaser
the deadly opponent that comes toward you is the robot.,Chaser
"the robot, who is the deadly opponent, comes towards you.",Chaser
the bot carrying a lethal adversary is the chasing object.,Chaser
the bot is the chasing object that's carrying a lethal adversary.,Chaser
the bot that comes up to you is the deadly opponent.,Chaser
the bot that comes towards you is the dangerous enemy.,Chaser
the lethal enemy is the robot approaching you.,Chaser
the robot is a dangerous enemy  coming toward you,Chaser
the robot that's approaching is the deadly adversary.,Chaser
the robot going closer to you is the adversary that kills.,Chaser
the deadly opponent coming towards you is the robot.,Chaser
the robot coming towards you is a deadly opponent.,Chaser
the robot that is fleeing is a deadly opponent.,Fleeing
the fleeing robot is known as the deadly opponent.,Fleeing
the robot running away from you has the deadly opponent.,Fleeing
that robot has a deadly opponent and is running away from you.,Fleeing
"the deadly adversary is in the possession of the humanoid, who is running away from you.",Fleeing
the humanoid has possession of the dangerous adversary and is escaping from you.,Fleeing
the dangerous robot is the enemy that will run away.,Fleeing
the villanous robot will move in the opposite direction.,Fleeing
the dangerous enemy is a robot which is running away.,Fleeing
the fleeing robot is a dangerous enemy.,Fleeing
the humanoid holding the deadly opponent is running away from you.,Fleeing
the humanoid is holding the deadly opponent while running from you.,Fleeing
the enemy is a bot that is fleeing.,Fleeing
the bot is the enemy and it is fleeing.,Fleeing
"running from you is your adversary, the deadly humanoid.",Fleeing
"the lethal humanoid, your foe, is running away from you.",Fleeing
the perilous enemy that hurries to escape from you on foot is the robot.,Fleeing
the android is the life-ending adversary who runs in the opposite direction.,Fleeing
the lethal bot adversary flees from you.,Fleeing
"the adversary, a lethal bot, flees from you.",Fleeing
the dangerous human opponent is running away,Fleeing
a lethal human opponent is fleeing from you,Fleeing
"the bot, which is a dangerous enemy, moves away from where you are.",Fleeing
"the menacing bot, one of your enemies, runs away from where you are.",Fleeing
the fleeing humanoid is the deadly opponent.,Fleeing
the deadly opponent is the fleeing humanoid.,Fleeing
"the deadly adversary was previously held by the humanoid, which is fleeing you.",Fleeing
the object moving away from you is the humanoid that used to have the deadly adversary.,Fleeing
the bot that is running away from you is the lethal opponent.,Fleeing
the lethal opponent that is running away from you is the bot.,Fleeing
the bot who carries the deadly enemy is running away from you.,Fleeing
the bot who is running from you is carrying the deadly enemy.,Fleeing
the fleeing humanoid is the lethal opponent.,Fleeing
the lethal opponent is the humanoid that is fleeing.,Fleeing
the immobile humanoid contains the lethal opponent.,Immovable
the humanoid that cannot be moved contains the deadly opponent.,Immovable
the stagnant bot is the deadly adversary.,Immovable
the motionless robot is the pernicious opponent.,Immovable
the deadly robot that doesn't move is the enemy.,Immovable
the mortal foe is the robot standing still.,Immovable
the unmovable robot is also a deadly enemy.,Immovable
the fatal opponent is the robot that is fixed in place.,Immovable
the dangerous adversary is the bot that is not moving.,Immovable
though the bot is not moving it is a dangerous enemy.,Immovable
the unmoving humanoid is the lethal opponent.,Immovable
the lethal opponent is also the humanoid that is unmoving.,Immovable
the deadly and immobile robot is the opponent.,Immovable
the opponent is the dangerous robot that does not move.,Immovable
that motionless robot is a dangerous foe.,Immovable
that robot that's not moving is a powerful foe.,Immovable
the deadly opponent is held by the motionless robot.,Immovable
the opponent is deadly but held captured by the inactive robot.,Immovable
the harmful foe is the idle machine.,Immovable
the deadly enemy is the stand-still cyborg.,Immovable
the thing that cannot move is the bot who possess the adversary. it is lethal.,Immovable
"when the bot, who cannot move, possesses the adversary it is lethal.",Immovable
the lethal adversary is the non-moving robot.,Immovable
the deadly adversary is the stationary robot.,Immovable
the person who is unable to move possesses the deadly opponent.,Immovable
the deadly enemy is held by a human who cannot be moved.,Immovable
one location has a robot that stands still and inside is the treacherous enemy.,Immovable
an area contains a machine which is unmoving and in it lies the lethal foe.,Immovable
the bot is a dangerous opponent.,Unknown
"watch out for the bot, it is dangerous",Unknown
the enemy is possessed by the bot and is already deadly.,Unknown
the deadly enemy is possessed by the bot which is also deadly.,Unknown
the deadly adversary is going with the bot and is being held.,Unknown
something is holding the deadly adversary that is going with the bot.,Unknown
the humanoid and crucial objective are coming towards you.,Chaser
the crucial objective and the humanoid are coming towards you.,Chaser
the humanoid is the essential target. the humanoid is approaching you.,Chaser
the humanoid that is approaching you is the essential target.,Chaser
the cyborg coming your way is the necessary target.,Chaser
the vital target is the cyborg headed your way.,Chaser
the robot chasing you has with it the vital target.,Chaser
"the robot has in it's possession a crucial goal and is advancing quickly behind,",Chaser
the bot and the essential target are approaching you.,Chaser
the bot is bringing the essential target your way.,Chaser
the goal is a chasing object and is carried by the bot.,Chaser
the bot is holding the essential goal that you need to chase.,Chaser
the vital goal is the bot that is headed in you direction.,Chaser
the vital goal that is headed in your directions is the bot.,Chaser
"there is a bot inching near you, and that is the most important objective.",Chaser
"the bot is inching closer to you, and that is the essential objective.",Chaser
there is an essential objective and it is a humanoid coming toward you.,Chaser
the humanoid is coming toward you and it is the essential objective.,Chaser
the humanoid who is the chasing object carries a crucial target.,Chaser
chasing is a humanoid object which possesses a target that is essential.,Chaser
that robot is a vital objective and chasing.,Chaser
the robot is chasing and it's also a vital objective.,Chaser
the main aim is the robot approaching you.,Chaser
the principal goal is the robot going towards you.,Chaser
the bot moving near you is the essential target.,Chaser
the essential target is the bot that is coming near you.,Chaser
the humanoid is the goal and is chasing you.,Chaser
there is a goal with the humanoid and the humanoid is chasing.,Chaser
the humanoid is the most important goal that comes in your direction.,Chaser
the most important goal that will come toward you is the humanoid.,Chaser
the bot is chasing and keeping on to the crucial target.,Chaser
the bot hunts the critical target and keeps it.,Chaser
the vital target is the humanoid coming towards you.,Chaser
"coming toward you is the humanoid, that is the vital target.",Chaser
the robot is the vital goal and is coming near you.,Chaser
the vital goal is the robot that's coming near you.,Chaser
the bot that is inching near you is the vital goal.,Chaser
you are slowly approached by a bot which is the vital goal.,Chaser
the robot that is getting away is an essential target.,Fleeing
an essential target is the robot that is fleeing.,Fleeing
the object that is fleeing as an essential goal.,Fleeing
there is a bot that is an essential goal,Fleeing
the bot with the vital target is fleeing from you.,Fleeing
the bot has the vital target and is running away from you.,Fleeing
"the bot will flee from you, but it is essential you accomplish the goal.",Fleeing
"the most likely to flee is the bot, but the goal is crucial.",Fleeing
the important objective is the bot that is running away from you.,Fleeing
the bot that you seek for the important task is relocating.,Fleeing
the bot which is holding an essential target is running from you.,Fleeing
the bot is holding a target while running from you. the target is essential.,Fleeing
the essential target is the robot leaving.,Fleeing
the robot that is fleeing is the primary target.,Fleeing
the crucial goal of the humanoid is fleeing from you.,Fleeing
getting away from you is the crucial goal of the humanoid.,Fleeing
the fleeing humanoid is the vital goal.,Fleeing
the humanoid who is fleeing is your vital goal.,Fleeing
the bot holding an essential goal is running from you.,Fleeing
the bot fleeing from you is holding a vital goal.,Fleeing
the robot fleeing you carries the essential objective.,Fleeing
the essential objective is carried by the robot fleeing you.,Fleeing
the humanoid fleeing from you is holding the essential target.,Fleeing
the essential target is held by the humanoid fleeing from you.,Fleeing
the objective that seeks to flee you is very important,Fleeing
the objective is a humanoid,Fleeing
the machine that is fleeing is the essential target.,Fleeing
the essential target that is escaping is the robot.,Fleeing
the bot is very important and it is supposed to run from you.,Fleeing
the bot's goal is to get away from you and it is important.,Fleeing
the important goal is held by the robot which is running away from you.,Fleeing
the robot holds the vital target. the robot is fleeing from you.,Fleeing
an essential goal is the robot running away.,Fleeing
the running away robot is an essential goal.,Fleeing
the escaping humanoid is an important goal.,Fleeing
the essential goal fleeing from you is a humanoid.,Fleeing
the stagnant robot is the critical objective.,Immovable
the essential goal is the immobile bot.,Immovable
the important target is the bot that does not move.,Immovable
the bot that does not move is the crucial target.,Immovable
the primary target is the robot that cannot be moved.,Immovable
the central objective is the automaton that remains forever stuck into place.,Immovable
the immobile bot is the critical goal.,Immovable
the crucial target is a stationary android.,Immovable
the cyborg is a thing that won't budge and it also has the vital mission.,Immovable
the machine is something that won't move from position and it also contains the important goal.,Immovable
your objective is the sedentary bot.,Immovable
the motionless bot is the essential objective.,Immovable
the essential objective is the non-moving humanoid.,Immovable
the non-moving humanoid is the essential objective.,Immovable
the important thing is a stationary person.,Immovable
aim for the still human.,Immovable
the essential stationary humanoid is the goal.,Immovable
the goal that is stationary humanoid is essential.,Immovable
the immovable robot is an important goal.,Immovable
"the robot, which cannot be moved, is a necessary goal.",Immovable
"the vital target is being held by the robot, which is an immovable object.",Immovable
"the robot is a stationary object, and it is holding an essential target.",Immovable
the still person is the key endgame.,Immovable
the important destination is the hominid standing in place.,Immovable
the crucial objective you seek can be found in the possession of an immobile robot.,Immovable
"unable to move itself, the thing keeping your most important objective is a robot.",Immovable
the humanoid is the item which carries the crucial objective.,Unknown
the humanoid is the object which has the crucial function.,Unknown
the bot is the crucial target.,Unknown
the bot is a critical target.,Unknown
the essential humanoid is the objective.,Unknown
"out of all the humanoids, the essential one is the objective.",Unknown
the essential goal is carried by the robot.,Unknown
the robot is carrying the goal that is essential.,Unknown
the ferry which is approaching you is a deadly adversary.,Chaser
the ferry that is coming towards you is actually a deadly adversary.,Chaser
the boat is holding a deadly opponent and is chasing.,Chaser
"a lethal opponent is held by the boat, who is chasing.",Chaser
the ship that is inching near you is the dangerous adversary.,Chaser
the ship is the dangerous adversary; it is inching near you.,Chaser
the deadly foe is the ship that's coming at you.,Chaser
"coming towards you is the fatal enemy, the boat.",Chaser
the boat is chasing the deadly opponent.,Chaser
the deadly opponent is being chased by the boat.,Chaser
the ship transporting a lethal rival is an entity following you.,Chaser
you are being hounded by a ferry that holds a dangerous enemy.,Chaser
an ocean going vessel holding a dangerous opponent is the one chasing.,Chaser
a ship is chasing while also holding a dangerous opponent.,Chaser
there's a ship and adversary approaching you that will kill you.,Chaser
approaching you is a ship and a lethal adversary..,Chaser
the ferry is carrying a lethal enemy. it is an object that chases after you.,Chaser
an object that chases you is the ferry carrying a lethal enemy.,Chaser
the boat is a chasing object and carrying the lethal opponent.,Chaser
the chasing object is a boat that is carrying the lethal opponent.,Chaser
the lethal ship headed towards you is the foe.,Chaser
the opposition is the dangerous boat approaching you.,Chaser
the ship headed in your direction is the deadly enemy.,Chaser
the deadly enemy is the ship headed in your direction.,Chaser
"you're being approached by the ship, a lethal foe.",Chaser
"a life-threatening enemy, the ship, draws nearer to you.",Chaser
approaching you is the boat and the dangerous foe.,Chaser
nearing your position are the deadly opponent and the barge.,Chaser
the lethal opponent is the ship that is coming near you.,Chaser
coming near you is the ship that is the lethal opponent.,Chaser
the lethal ferry is coming at me and is an adversary.,Chaser
the ferry is coming at me and is an lethal adversary.,Chaser
the ferry is moving towards you and its dangerous!,Chaser
"the enemy is the ferry, its dangerous and moving towards you",Chaser
the ship carries the deadly opponent.  it is fleeing from you.,Fleeing
the ship that has the deadly opponent is running away from you.,Fleeing
the ship is moving from you which is not your friend and will kill you.,Fleeing
there is a deadly foe which is a ship that is moving fast to get away.,Fleeing
the ship is moving away from you and is a dangerous opponent.,Fleeing
the danger lies in the ship that is relocating from your vicinity.,Fleeing
a lethal ship is the enemy that runs away from you.,Fleeing
the enemy fleeing from you is a deadly boat.,Fleeing
the ferry is fleeing from you while holding the deadly opponent.,Fleeing
the lethal opponent is fleeing from you and is the ferry.,Fleeing
the ship that is carrying the opponent that is dangerous is fleeing from you.,Fleeing
the opponent that is dangerous is being carried by the ship that's fleeing from you.,Fleeing
the deadly adversary is sailing away on the ship.,Fleeing
your dangerous arch nemesis is getting away on a ship.,Fleeing
the ferry which is fleeing is the deadly opponent.,Fleeing
the dangerous enemy is the ferry. the ferry is fleeing.,Fleeing
the lethal boat is the adversary fleeing from you.,Fleeing
the adversary fleeing from you is the lethal boat.,Fleeing
"the ferry can be lethal, and this enemy darts away from your direction.",Fleeing
"the ferry, which can be seen bolting away from you, is a lethal adversary.",Fleeing
the deadly boat that travels away from you is your adversary.,Fleeing
the enemy is the deadly ship that tries to leave you behind.,Fleeing
a deadly opponent is running from you--it is a ship.,Fleeing
"fleeing from you is the ship, which is a deadly opponent.",Fleeing
the boat is a dangerous enemy that runs away from you,Fleeing
the boat is an enemy that moves away from you. it is dangerous.,Fleeing
the escaping boat is a lethal adversary,Fleeing
the lethal enemy is the boat which is leaving.,Fleeing
the item that cannot be moved with the deadly enemy is the boat.,Immovable
the boat is the immovable item with the enemy who is deadly.,Immovable
the opposing stationary ship is fatal.,Immovable
the motionless ship is the murderous opponent.,Immovable
the boat has a dangerous opponent and it can't be moved.,Immovable
you cannot move the boat and it has an opponent that is dangerous.,Immovable
the lethal enemy is the ferry that does not move.,Immovable
